article_id,demographic_count,relational_count,cultural_count,doi,jstor_url,publicationYear,article_name,primary_subject,journal_title,creator,file_name,wordCount,pageCount
journal-article-10.1525_si.1983.6.1.127,3,14,47,10.1525_si.1983.6.1.127,https://www.jstor.org/stable/10.1525/si.1983.6.1.127,1983.0,Going Astray with a Logical Scheme,Sociology,Symbolic Interaction,Herbert Blumer,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.1.127.txt,6120.0,11.0
journal-article-10.1525_si.1983.6.1.139,10,30,35,10.1525_si.1983.6.1.139,https://www.jstor.org/stable/10.1525/si.1983.6.1.139,1983.0,The Real Nature of Pragmatism and Chicago Sociology,Sociology,Symbolic Interaction,Eugene Rochberg-Halton,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.1.139.txt,8676.0,15.0
journal-article-10.1525_si.1983.6.1.155,1,7,19,10.1525_si.1983.6.1.155,https://www.jstor.org/stable/10.1525/si.1983.6.1.155,1983.0,Mead and Pragmatism,Sociology,Symbolic Interaction,James Campbell,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.1.155.txt,5212.0,10.0
journal-article-10.1525_si.1983.6.1.165,4,6,37,10.1525_si.1983.6.1.165,https://www.jstor.org/stable/10.1525/si.1983.6.1.165,1983.0,Putting the Symbol in Symbolic Interaction1Sm: A Rejoinder,Sociology,Symbolic Interaction,J. David Lewis; Richard L. Smith,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.1.165.txt,4776.0,10.0
journal-article-10.1525_si.1983.6.1.19,6,16,84,10.1525_si.1983.6.1.19,https://www.jstor.org/stable/10.1525/si.1983.6.1.19,1983.0,“Za Dusha”: An Interpretation of Funeral Practices in Macedonia,Sociology,Symbolic Interaction,George Ford,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.1.19.txt,9314.0,16.0
journal-article-10.1525_si.1983.6.1.35,8,21,25,10.1525_si.1983.6.1.35,https://www.jstor.org/stable/10.1525/si.1983.6.1.35,1983.0,The Informed Client: A Case Study in the Illusion of Autonomy,Sociology,Symbolic Interaction,Margaret K. Nelson; Helen L. McGough,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.1.35.txt,7424.0,15.0
journal-article-10.1525_si.1983.6.1.51,11,15,38,10.1525_si.1983.6.1.51,https://www.jstor.org/stable/10.1525/si.1983.6.1.51,1983.0,A Case Study of Two Types of Officer-Inmate Interaction in a Correctional Establishment,Sociology,Symbolic Interaction,Florence Kellner Andrews,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.1.51.txt,9991.0,18.0
journal-article-10.1525_si.1983.6.1.71,4,24,16,10.1525_si.1983.6.1.71,https://www.jstor.org/stable/10.1525/si.1983.6.1.71,1983.0,Working for Television: The Social Organization of TV Drama,Sociology,Symbolic Interaction,Sharon Mast,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.1.71.txt,6530.0,13.0
journal-article-10.1525_si.1983.6.1.85,0,15,57,10.1525_si.1983.6.1.85,https://www.jstor.org/stable/10.1525/si.1983.6.1.85,1983.0,G. H. Mead's Social Behaviorism vs. The Astructural Bias of Symbolic Interactionism,Sociology,Symbolic Interaction,Michael Wood; Mark L. Wardell,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.1.85.txt,6296.0,12.0
journal-article-10.1525_si.1983.6.1.97,8,19,81,10.1525_si.1983.6.1.97,https://www.jstor.org/stable/10.1525/si.1983.6.1.97,1983.0,Network and Meaning: An Interactionist Approach to Structure,Sociology,Symbolic Interaction,Gary Alan Fine; Sherryl Kleinman,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.1.97.txt,6743.0,14.0
journal-article-10.1525_si.1983.6.2.175,2,7,42,10.1525_si.1983.6.2.175,https://www.jstor.org/stable/10.1525/si.1983.6.2.175,1983.0,Figure and Ground in the Analysis of Social Movements,Sociology,Symbolic Interaction,Ralph H. Turner,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.2.175.txt,3499.0,7.0
journal-article-10.1525_si.1983.6.2.183,7,23,109,10.1525_si.1983.6.2.183,https://www.jstor.org/stable/10.1525/si.1983.6.2.183,1983.0,Identity: Its Emergence within Sociological Psychology,Sociology,Symbolic Interaction,Andrew J. Weigert,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.2.183.txt,12645.0,24.0
journal-article-10.1525_si.1983.6.2.207,0,19,66,10.1525_si.1983.6.2.207,https://www.jstor.org/stable/10.1525/si.1983.6.2.207,1983.0,Role Performance and Person Perception: Toward an Interactions Approach,Sociology,Symbolic Interaction,Paul Colomy; Gary Rhoades,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.2.207.txt,10229.0,21.0
journal-article-10.1525_si.1983.6.2.229,2,12,31,10.1525_si.1983.6.2.229,https://www.jstor.org/stable/10.1525/si.1983.6.2.229,1983.0,"A Self-Image Inventory: Its Theoretical Background, Reliability and Validity",Sociology,Symbolic Interaction,John Kinch; R. Frank Falk; Donna Anderson,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.2.229.txt,6398.0,14.0
journal-article-10.1525_si.1983.6.2.243,9,40,80,10.1525_si.1983.6.2.243,https://www.jstor.org/stable/10.1525/si.1983.6.2.243,1983.0,Justice as Interaction: Loose Coupling and Mediations in the Adversary Process,Sociology,Symbolic Interaction,Jim Thomas,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.2.243.txt,9002.0,18.0
journal-article-10.1525_si.1983.6.2.261,2,23,27,10.1525_si.1983.6.2.261,https://www.jstor.org/stable/10.1525/si.1983.6.2.261,1983.0,Restoring the Semblance of Order: Police Strategies in the Domestic Disturbance,Sociology,Symbolic Interaction,Phillip W. Davis,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.2.261.txt,10252.0,18.0
journal-article-10.1525_si.1983.6.2.279,6,16,23,10.1525_si.1983.6.2.279,https://www.jstor.org/stable/10.1525/si.1983.6.2.279,1983.0,Realism in Organizational Theory: A Reassessment,Sociology,Symbolic Interaction,Michael Keeley,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.2.279.txt,5945.0,12.0
journal-article-10.1525_si.1983.6.2.291,2,17,91,10.1525_si.1983.6.2.291,https://www.jstor.org/stable/10.1525/si.1983.6.2.291,1983.0,Language and the Self: An Expanded View from a Symbolic Interactionist Perspective,Sociology,Symbolic Interaction,Michael L. Schwalbe,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1983.6.2.291.txt,8696.0,16.0
journal-article-10.1525_si.1984.7.1.1,1,10,39,10.1525_si.1984.7.1.1,https://www.jstor.org/stable/10.1525/si.1984.7.1.1,1984.0,Symbolic Interaction and Generic Sociological Principles,Sociology,Symbolic Interaction,Carl J. Couch,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1984.7.1.1.txt,6125.0,13.0
journal-article-10.1525_si.1984.7.1.107,4,6,44,10.1525_si.1984.7.1.107,https://www.jstor.org/stable/10.1525/si.1984.7.1.107,1984.0,Interactionism and the Study of Race Relations at the Macro-Sociological Level: The Contribution of Herbert Blumer,Sociology,Symbolic Interaction,Stanford M. Lyman,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1984.7.1.107.txt,7439.0,14.0
journal-article-10.1525_si.1984.7.1.121,0,3,21,10.1525_si.1984.7.1.121,https://www.jstor.org/stable/10.1525/si.1984.7.1.121,1984.0,Self-Mockery: An Alternative Form of Self-Presentation,Sociology,Symbolic Interaction,Sheldon Ungar,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1984.7.1.121.txt,6506.0,13.0
journal-article-10.1525_si.1984.7.1.15,2,7,44,10.1525_si.1984.7.1.15,https://www.jstor.org/stable/10.1525/si.1984.7.1.15,1984.0,Decade Labeling: The Play of Collective Memory and Narrative Plot,Sociology,Symbolic Interaction,Fred Davis,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1984.7.1.15.txt,4887.0,10.0
journal-article-10.1525_si.1984.7.1.25,0,11,37,10.1525_si.1984.7.1.25,https://www.jstor.org/stable/10.1525/si.1984.7.1.25,1984.0,Toward a Social Psychology of Entertainment Magic (Conjuring),Sociology,Symbolic Interaction,Peter M. Nardi,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1984.7.1.25.txt,8741.0,18.0
journal-article-10.1525_si.1984.7.1.43,20,19,32,10.1525_si.1984.7.1.43,https://www.jstor.org/stable/10.1525/si.1984.7.1.43,1984.0,The Romantic Antecedents of Meadian Social Psychology,Sociology,Symbolic Interaction,Dmitri N. Shalin,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1984.7.1.43.txt,12806.0,23.0
journal-article-10.1525_si.1984.7.1.67,4,3,19,10.1525_si.1984.7.1.67,https://www.jstor.org/stable/10.1525/si.1984.7.1.67,1984.0,“Turning up Signs” in Neurobehavioral Diagnosis,Sociology,Symbolic Interaction,Michael Lynch,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1984.7.1.67.txt,9083.0,20.0
journal-article-10.1525_si.1984.7.1.87,2,10,6,10.1525_si.1984.7.1.87,https://www.jstor.org/stable/10.1525/si.1984.7.1.87,1984.0,"When the Doctor is a “Lady”: Power, Status and Gender in Physician-Patient Encounters",Sociology,Symbolic Interaction,Candace West,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1984.7.1.87.txt,1817.0,20.0
journal-article-10.1525_si.1984.7.2.135,5,9,54,10.1525_si.1984.7.2.135,https://www.jstor.org/stable/10.1525/si.1984.7.2.135,1984.0,Divinatory Discourse,Sociology,Symbolic Interaction,Danny L. Jorgensen,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1984.7.2.135.txt,9102.0,19.0
journal-article-10.1525_si.1984.7.2.155,5,11,29,10.1525_si.1984.7.2.155,https://www.jstor.org/stable/10.1525/si.1984.7.2.155,1984.0,Aligning Actions: Types and Social Distribution,Sociology,Symbolic Interaction,Christopher H. Hunter,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1984.7.2.155.txt,9408.0,20.0
journal-article-10.1525_si.1984.7.2.175,2,10,60,10.1525_si.1984.7.2.175,https://www.jstor.org/stable/10.1525/si.1984.7.2.175,1984.0,The Symbolic Interaction 1st “,Sociology,Symbolic Interaction,William L. Tam,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1984.7.2.175.txt,7604.0,15.0
journal-article-10.1525_si.1984.7.2.191,0,10,37,10.1525_si.1984.7.2.191,https://www.jstor.org/stable/10.1525/si.1984.7.2.191,1984.0,Children's Negotiation of Meaning,Sociology,Symbolic Interaction,Nancy Mandell,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1984.7.2.191.txt,10223.0,21.0
journal-article-10.1525_si.1984.7.2.213,4,48,47,10.1525_si.1984.7.2.213,https://www.jstor.org/stable/10.1525/si.1984.7.2.213,1984.0,"Some Aspects of Negotiated Order, Loose Coupling and Mesostructure in Maximum Security Prisons",Sociology,Symbolic Interaction,Jim Thomas,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1984.7.2.213.txt,9263.0,19.0
journal-article-10.1525_si.1984.7.2.233,4,6,29,10.1525_si.1984.7.2.233,https://www.jstor.org/stable/10.1525/si.1984.7.2.233,1984.0,Good People Doing Dirty Work: A Study of Social Isolation,Sociology,Symbolic Interaction,David S. Davis,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1984.7.2.233.txt,7352.0,15.0
journal-article-10.1525_si.1984.7.2.249,0,44,36,10.1525_si.1984.7.2.249,https://www.jstor.org/stable/10.1525/si.1984.7.2.249,1984.0,Purchasing Products for Resale: Assessing Suppliers as “Partners-in-Trade”,Sociology,Symbolic Interaction,Robert Prus,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1984.7.2.249.txt,15327.0,30.0
journal-article-10.1525_si.1985.8.1.1,3,5,44,10.1525_si.1985.8.1.1,https://www.jstor.org/stable/10.1525/si.1985.8.1.1,1985.0,The Stigma of Race: Who Now Bears the Mark of Cain?,Sociology,Symbolic Interaction,Lewis M. Killian,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1985.8.1.1.txt,7514.0,14.0
journal-article-10.1525_si.1985.8.1.103,9,22,72,10.1525_si.1985.8.1.103,https://www.jstor.org/stable/10.1525/si.1985.8.1.103,1985.0,"Emerson, Cooley, and the American Heroic Vision",Sociology,Symbolic Interaction,Barry Schwartz,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1985.8.1.103.txt,10096.0,18.0
journal-article-10.1525_si.1985.8.1.121,7,18,95,10.1525_si.1985.8.1.121,https://www.jstor.org/stable/10.1525/si.1985.8.1.121,1985.0,Reply to Gallant and Kleinman on Symbolic Interactionism vs. Ethnomethodology,Sociology,Symbolic Interaction,Anne Warfield Rawls,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1985.8.1.121.txt,10135.0,20.0
journal-article-10.1525_si.1985.8.1.141,1,1,30,10.1525_si.1985.8.1.141,https://www.jstor.org/stable/10.1525/si.1985.8.1.141,1985.0,Making Sense of Interpretations: Response to Rawls on the Debate Between Symbolic Interactions and Ethnomethodology,Sociology,Symbolic Interaction,Mary J. Gallant; Sherryl Kleinman,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1985.8.1.141.txt,1944.0,5.0
journal-article-10.1525_si.1985.8.1.15,12,49,77,10.1525_si.1985.8.1.15,https://www.jstor.org/stable/10.1525/si.1985.8.1.15,1985.0,"Deviance, Rule-Breaking and Male Dominance in Conversation",Sociology,Symbolic Interaction,James D. Orcutt; Lynn Kenneth Harvey,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1985.8.1.15.txt,8679.0,18.0
journal-article-10.1525_si.1985.8.1.33,0,13,16,10.1525_si.1985.8.1.33,https://www.jstor.org/stable/10.1525/si.1985.8.1.33,1985.0,Dignified Joking: Humor and Demeanor in a Public Speaking Club,Sociology,Symbolic Interaction,Diane Bjorklund,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1985.8.1.33.txt,7550.0,14.0
journal-article-10.1525_si.1985.8.1.47,6,15,39,10.1525_si.1985.8.1.47,https://www.jstor.org/stable/10.1525/si.1985.8.1.47,1985.0,The Mainstream of Consciousness: An Interactions Analysis of a Phenomenological Concept,Sociology,Symbolic Interaction,Avery Sharron,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1985.8.1.47.txt,8720.0,16.0
journal-article-10.1525_si.1985.8.1.63,4,41,108,10.1525_si.1985.8.1.63,https://www.jstor.org/stable/10.1525/si.1985.8.1.63,1985.0,Marx and the Category of Individuality' in Communist Society,Sociology,Symbolic Interaction,David Ashley,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1985.8.1.63.txt,11298.0,21.0
journal-article-10.1525_si.1985.8.1.85,1,3,181,10.1525_si.1985.8.1.85,https://www.jstor.org/stable/10.1525/si.1985.8.1.85,1985.0,Theory in Ethno-Logic,Sociology,Symbolic Interaction,James F. Hamill,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1985.8.1.85.txt,9617.0,18.0
journal-article-10.1525_si.1985.8.2.161,3,10,43,10.1525_si.1985.8.2.161,https://www.jstor.org/stable/10.1525/si.1985.8.2.161,1985.0,Introduction to the Special Issue on the Sociology of Emotions,Sociology,Symbolic Interaction,David D. Franks,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1985.8.2.161.txt,4554.0,10.0
journal-article-10.1525_si.1985.8.2.171,23,11,35,10.1525_si.1985.8.2.171,https://www.jstor.org/stable/10.1525/si.1985.8.2.171,1985.0,The Social Shaping of Emotion: The Case of Grief,Sociology,Symbolic Interaction,Lyn H. Lofland,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1985.8.2.171.txt,9373.0,20.0
journal-article-10.1525_si.1985.8.2.191,2,6,45,10.1525_si.1985.8.2.191,https://www.jstor.org/stable/10.1525/si.1985.8.2.191,1985.0,The War Game: Organizational Scripting and the Expression of Emotion,Sociology,Symbolic Interaction,Louis A. Zurcher,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1985.8.2.191.txt,6858.0,16.0
journal-article-10.1525_si.1985.8.2.207,11,12,44,10.1525_si.1985.8.2.207,https://www.jstor.org/stable/10.1525/si.1985.8.2.207,1985.0,The Emotional Basis of Charisma,Sociology,Symbolic Interaction,Patricia L. Wasielewski,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1985.8.2.207.txt,7647.0,16.0
journal-article-10.1525_si.1985.8.2.223,0,7,43,10.1525_si.1985.8.2.223,https://www.jstor.org/stable/10.1525/si.1985.8.2.223,1985.0,Emotion as Lived Experience,Sociology,Symbolic Interaction,Norman K. Denzin,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1985.8.2.223.txt,8528.0,18.0
journal-article-10.1525_si.1985.8.2.241,10,7,69,10.1525_si.1985.8.2.241,https://www.jstor.org/stable/10.1525/si.1985.8.2.241,1985.0,Universal Expressive Needs: A Critique and a Theory,Sociology,Symbolic Interaction,Thomas J. Scheff,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1985.8.2.241.txt,10788.0,22.0
