term,count,prop_max,perspective
entry_exit,678,0.5677773776724477,demographic
organizational_form,1395,1.16821451600747,demographic
niches,1400,1.1724016648103641,demographic
specialist,1940,1.624613735522933,demographic
fitness,1962,1.6430371902556673,demographic
inertia,2435,2.0391414670094545,demographic
organizational_change,3138,2.627854588696373,demographic
niche,3565,2.985437096463534,demographic
survive,3727,3.121100717677305,demographic
market_share,4146,3.4719837873598354,demographic
adaptive,4192,3.5105055563464616,demographic
specialization,4884,4.0900069506670125,demographic
ecology,5623,4.708867543734769,demographic
founding,5897,4.938323298133369,demographic
evolutionary,6190,5.183690217982966,demographic
accountability,8782,7.354308157403298,demographic
ecological,10359,8.674934889836114,demographic
adaptation,10432,8.73606726235837,demographic
survival,11936,9.995561622268932,demographic
density,12211,10.22585480642811,demographic
evolution,13121,10.987915888554847,demographic
mortality,13548,11.345498396322009,demographic
populations,14106,11.812784202724997,demographic
failure,17578,14.720340331454699,demographic
selection,29991,25.115355949519735,demographic
population,80322,67.2640332292129,demographic
arm_length,4,0.003349719042315326,relational
inter_organizational_network,10,0.008374297605788315,relational
inter_organizational_networks,57,0.04773349635299339,relational
resource_dependencies,75,0.06280723204341236,relational
interorganizational_network,138,0.11556530695987874,relational
vertically_integrated,320,0.26797752338522607,relational
interorganizational_networks,354,0.2964501352449063,relational
interlock,476,0.39861656603552376,relational
governance_structures,701,0.5870382621657608,relational
interlocking,816,0.6833426846323265,relational
boards_directors,835,0.6992538500833243,relational
governance_mechanisms,845,0.7076281476891125,relational
interlocks,873,0.7310761809853199,relational
merge,962,0.8056074296768359,relational
diversify,1052,0.8809761081289307,relational
alliance_formation,1143,0.9571822163416044,relational
dependencies,1179,0.9873296877224422,relational
resource_dependence,1198,1.00324085317344,relational
board_directors,1377,1.1531407803170508,relational
merged,1732,1.4504283453225362,relational
cooperate,2091,1.7510656293703366,relational
buffer,2172,1.818897439977222,relational
constrain,2230,1.867468366090794,relational
interdependent,2539,2.126234162109653,relational
joint_venture,2542,2.1287464513913896,relational
networking,3136,2.6261797291752154,relational
joint_ventures,3364,2.817113714587189,relational
coalitions,3617,3.028983444013633,relational
mergers,3720,3.115238709353253,relational
merger,4203,3.5197172837128288,relational
horizontal,4686,3.9241958580724043,relational
interdependence,4912,4.11345498396322,relational
linkages,5411,4.531332434492057,relational
constraint,6034,5.053051175332669,relational
dominance,6268,5.249009739308115,relational
vertical,7746,6.486730925443628,relational
cooperative,7771,6.507666669458099,relational
coalition,7869,6.589734785994825,relational
acquisitions,8175,6.845988292731947,relational
diversification,9425,7.892775493455487,relational
collaboration,9502,7.957257585020057,relational
connections,11383,9.532462964668838,relational
dependence,11974,10.027383953170927,relational
cooperation,14379,12.041402527363017,relational
alliances,14964,12.531298937301633,relational
alliance,19070,15.969785534238316,relational
board,23773,19.90821769824056,relational
external,30305,25.378308894341487,relational
exchange,35453,29.68939730180131,relational
dependent,38555,32.287104419116844,relational
independent,42463,35.55977992345892,relational
influence,80730,67.60570457152906,relational
control,111128,93.06189443360438,relational
