article_id,demographic_count,relational_count,cultural_count,doi,jstor_url,publicationYear,article_name,primary_subject,journal_title,creator,file_name,wordCount,pageCount
journal-article-10.1525_si.1978.1.2.74,3,14,79,10.1525_si.1978.1.2.74,https://www.jstor.org/stable/10.1525/si.1978.1.2.74,1978.0,Can Labeling Theory Be Saved?,Sociology,Symbolic Interaction,Barry Glassner; Jay Corzine,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1978.1.2.74.txt,7660.0,16.0
journal-article-10.1525_si.1978.1.2.90,9,2,49,10.1525_si.1978.1.2.90,https://www.jstor.org/stable/10.1525/si.1978.1.2.90,1978.0,Tinydopers: A Case Study Of Deviant Socialization,Sociology,Symbolic Interaction,Patricia A. Adler; Peter Adler,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1978.1.2.90.txt,7588.0,16.0
journal-article-10.1525_si.1979.2.1.105,0,7,31,10.1525_si.1979.2.1.105,https://www.jstor.org/stable/10.1525/si.1979.2.1.105,1979.0,Sociology Through Humor,Sociology,Symbolic Interaction,Murray S. Davis,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.1.105.txt,2687.0,6.0
journal-article-10.1525_si.1979.2.1.113,1,4,17,10.1525_si.1979.2.1.113,https://www.jstor.org/stable/10.1525/si.1979.2.1.113,1979.0,"Fusion, Fussin' and a-Fightin'",Sociology,Symbolic Interaction,Robert R. Faulkner,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.1.113.txt,1964.0,4.0
journal-article-10.1525_si.1979.2.1.117,12,5,54,10.1525_si.1979.2.1.117,https://www.jstor.org/stable/10.1525/si.1979.2.1.117,1979.0,Secondary Popular Culture,Sociology,Symbolic Interaction,H. Stith Bennett,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.1.117.txt,4232.0,9.0
journal-article-10.1525_si.1979.2.1.27,1,11,29,10.1525_si.1979.2.1.27,https://www.jstor.org/stable/10.1525/si.1979.2.1.27,1979.0,Influencing Common Sense Interpretations Of An Urban Setting: The Freeway Coffee Shop,Sociology,Symbolic Interaction,David R. Unruh,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.1.27.txt,6515.0,16.0
journal-article-10.1525_si.1979.2.1.43,2,4,31,10.1525_si.1979.2.1.43,https://www.jstor.org/stable/10.1525/si.1979.2.1.43,1979.0,Interactional Considerations In Studying American “Indians” The Case Of Adolescent Self-Esteem,Sociology,Symbolic Interaction,William C. Cockerham Ph.D,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.1.43.txt,7260.0,16.0
journal-article-10.1525_si.1979.2.1.59,5,20,25,10.1525_si.1979.2.1.59,https://www.jstor.org/stable/10.1525/si.1979.2.1.59,1979.0,The Intcractionist Study Of Social Organization: A Note On Method,Sociology,Symbolic Interaction,Norman K. Denzin,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.1.59.txt,6598.0,14.0
journal-article-10.1525_si.1979.2.1.73,1,9,19,10.1525_si.1979.2.1.73,https://www.jstor.org/stable/10.1525/si.1979.2.1.73,1979.0,Political Activist As Participant Observer: Conflicts Of Commitment In A Study Of The Draft Resistance Movement Of The 1960's,Sociology,Symbolic Interaction,Barrie Thome,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.1.73.txt,8194.0,16.0
journal-article-10.1525_si.1979.2.1.9,39,19,36,10.1525_si.1979.2.1.9,https://www.jstor.org/stable/10.1525/si.1979.2.1.9,1979.0,George Herbert Mead And The Chicago Tradition Of Sociology,Sociology,Symbolic Interaction,Berenice M. Fisher; Anselm L. Strauss,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.1.9.txt,9192.0,18.0
journal-article-10.1525_si.1979.2.1.95,0,4,8,10.1525_si.1979.2.1.95,https://www.jstor.org/stable/10.1525/si.1979.2.1.95,1979.0,Comic Relief In Everyday Life: Dramaturgic Observations On A Function Of Humor,Sociology,Symbolic Interaction,Robert A. Stebbins,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.1.95.txt,4645.0,10.0
journal-article-10.1525_si.1979.2.2.115,1,4,27,10.1525_si.1979.2.2.115,https://www.jstor.org/stable/10.1525/si.1979.2.2.115,1979.0,Characteristics And Types Of Participation In Social Worlds,Sociology,Symbolic Interaction,David R. Unruh,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.2.115.txt,6229.0,16.0
journal-article-10.1525_si.1979.2.2.131,2,39,16,10.1525_si.1979.2.2.131,https://www.jstor.org/stable/10.1525/si.1979.2.2.131,1979.0,Work Setting And Behavior—An Empirical Examination Of Building Construction Work,Sociology,Symbolic Interaction,Jeffrey W. Riemer,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.2.131.txt,9398.0,22.0
journal-article-10.1525_si.1979.2.2.153,8,24,34,10.1525_si.1979.2.2.153,https://www.jstor.org/stable/10.1525/si.1979.2.2.153,1979.0,"A Review Symposium: Anselm L. Strauss—Negotiations: Varieties, Contexts, Processes, and Social Order San Francisco: Jossey-Bass, 1978",Sociology,Symbolic Interaction,Harvey A. Farberman,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.2.153.txt,8247.0,16.0
journal-article-10.1525_si.1979.2.2.23,24,12,63,10.1525_si.1979.2.2.23,https://www.jstor.org/stable/10.1525/si.1979.2.2.23,1979.0,A Dramaturgical Analysis Of Movement Accommodation: Building Idiosyncrasy Credit As A Movement Mobilization Strategy,Sociology,Symbolic Interaction,David A. Snow,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.2.23.txt,10240.0,22.0
journal-article-10.1525_si.1979.2.2.45,50,20,71,10.1525_si.1979.2.2.45,https://www.jstor.org/stable/10.1525/si.1979.2.2.45,1979.0,Role Selection: The Influence of Internalized Vocabularies of Motive,Sociology,Symbolic Interaction,Louis A. Zurcher,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.2.45.txt,7160.0,18.0
journal-article-10.1525_si.1979.2.2.63,5,11,18,10.1525_si.1979.2.2.63,https://www.jstor.org/stable/10.1525/si.1979.2.2.63,1979.0,The Interrelationship of Process And Content in Field Work,Sociology,Symbolic Interaction,Natalie Allon,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.2.63.txt,7727.0,16.0
journal-article-10.1525_si.1979.2.2.79,2,13,18,10.1525_si.1979.2.2.79,https://www.jstor.org/stable/10.1525/si.1979.2.2.79,1979.0,Children's Interaction With Commercials,Sociology,Symbolic Interaction,Charles F. Frazer; Leonard N. Reid,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.2.79.txt,7280.0,18.0
journal-article-10.1525_si.1979.2.2.9,4,11,35,10.1525_si.1979.2.2.9,https://www.jstor.org/stable/10.1525/si.1979.2.2.9,1979.0,George Herbert Mead And The Chicago Tradition Of Sociology (Part Two),Sociology,Symbolic Interaction,Berenice M. Fisher; Anselm L. Strauss,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.2.9.txt,5932.0,12.0
journal-article-10.1525_si.1979.2.2.97,6,44,56,10.1525_si.1979.2.2.97,https://www.jstor.org/stable/10.1525/si.1979.2.2.97,1979.0,Power: A Conceptual Framework,Sociology,Symbolic Interaction,David F. Luckenbill,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1979.2.2.97.txt,8818.0,18.0
journal-article-10.1525_si.1980.3.1.105,5,15,63,10.1525_si.1980.3.1.105,https://www.jstor.org/stable/10.1525/si.1980.3.1.105,1980.0,Egalitarianism As Dramaturgy: Ideology And Social Interaction In MesoAmerica,Sociology,Symbolic Interaction,John L. Aguilar,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.1.105.txt,8790.0,18.0
journal-article-10.1525_si.1980.3.1.123,4,11,27,10.1525_si.1980.3.1.123,https://www.jstor.org/stable/10.1525/si.1980.3.1.123,1980.0,Directions For An Interactionist Study Of Gender Development,Sociology,Symbolic Interaction,Spencer E. Cahill,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.1.123.txt,7405.0,16.0
journal-article-10.1525_si.1980.3.1.139,1,9,18,10.1525_si.1980.3.1.139,https://www.jstor.org/stable/10.1525/si.1980.3.1.139,1980.0,Societal Reaction And The Physically Disabled: Bringing The Impariment Back In,Sociology,Symbolic Interaction,Paul C. Higgins,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.1.139.txt,8355.0,18.0
journal-article-10.1525_si.1980.3.1.157,4,29,21,10.1525_si.1980.3.1.157,https://www.jstor.org/stable/10.1525/si.1980.3.1.157,1980.0,Deliberation in Six Juries: A Participant Observer Study,Sociology,Symbolic Interaction,Carol A.B. Warren,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.1.157.txt,8973.0,19.0
journal-article-10.1525_si.1980.3.1.23,5,11,32,10.1525_si.1980.3.1.23,https://www.jstor.org/stable/10.1525/si.1980.3.1.23,1980.0,Qualitative Analysis In Evaluation Research: Problems And Promises Of An Interactionist Approach,Sociology,Symbolic Interaction,Robert S. Broadhead,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.1.23.txt,8546.0,18.0
journal-article-10.1525_si.1980.3.1.41,4,25,67,10.1525_si.1980.3.1.41,https://www.jstor.org/stable/10.1525/si.1980.3.1.41,1980.0,The Person Behind The Word: Mead's Theory Of Universals And A Shift Of Focus In Symbolic Interactionism,Sociology,Symbolic Interaction,David D. Franks; Francis F. Seeburger,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.1.41.txt,9184.0,18.0
journal-article-10.1525_si.1980.3.1.59,4,28,104,10.1525_si.1980.3.1.59,https://www.jstor.org/stable/10.1525/si.1980.3.1.59,1980.0,A Synthesis Of Two Social Psychologies,Sociology,Symbolic Interaction,Cecilia O. Quin; Ira E. Robinson; James W. Balkwell,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.1.59.txt,12858.0,30.0
journal-article-10.1525_si.1980.3.1.89,5,25,29,10.1525_si.1980.3.1.89,https://www.jstor.org/stable/10.1525/si.1980.3.1.89,1980.0,Ethnic Relations In Intcractionist Perspective: A Case of Ethnic Conflict In West Malaysia,Sociology,Symbolic Interaction,Raymond L.M. Lee,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.1.89.txt,7948.0,16.0
journal-article-10.1525_si.1980.3.1.9,2,9,26,10.1525_si.1980.3.1.9,https://www.jstor.org/stable/10.1525/si.1980.3.1.9,1980.0,Fantasy In Everyday Life 9 Fantasy In Everyday Life: Some Aspects Of The Intersection Between Social Psychology And Political-Economy,Sociology,Symbolic Interaction,Harvey A. Farberman,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.1.9.txt,7093.0,14.0
journal-article-10.1525_si.1980.3.2.109,12,18,65,10.1525_si.1980.3.2.109,https://www.jstor.org/stable/10.1525/si.1980.3.2.109,1980.0,The Phenomenon Of The Public Wife: An Exercise In Goffman's Impression Management,Sociology,Symbolic Interaction,Joanna B. Gillespie,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.2.109.txt,9089.0,18.0
journal-article-10.1525_si.1980.3.2.127,5,5,25,10.1525_si.1980.3.2.127,https://www.jstor.org/stable/10.1525/si.1980.3.2.127,1980.0,Self-Accomplishment Through Running,Sociology,Symbolic Interaction,David L. Altheide; Erdwin H. Pfuhl Jr.,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.2.127.txt,7915.0,18.0
journal-article-10.1525_si.1980.3.2.35,19,2,36,10.1525_si.1980.3.2.35,https://www.jstor.org/stable/10.1525/si.1980.3.2.35,1980.0,Biography Building To Insure The Future: Women's Negotiation Of Gender Relevancy In Medical School,Sociology,Symbolic Interaction,Judith M. Hammond,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.2.35.txt,7854.0,16.0
journal-article-10.1525_si.1980.3.2.51,1,1,54,10.1525_si.1980.3.2.51,https://www.jstor.org/stable/10.1525/si.1980.3.2.51,1980.0,Individuation In Facework: Theoretical Implications From A Study Of Facework In Medical School Admissions,Sociology,Symbolic Interaction,Robert S. Broadhead,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.2.51.txt,9347.0,18.0
journal-article-10.1525_si.1980.3.2.69,1,8,19,10.1525_si.1980.3.2.69,https://www.jstor.org/stable/10.1525/si.1980.3.2.69,1980.0,Couples Who Live Apart: Time/Place Disjunctions And Their Consequences,Sociology,Symbolic Interaction,Harriet Engel Gross,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.2.69.txt,6714.0,14.0
journal-article-10.1525_si.1980.3.2.83,7,12,17,10.1525_si.1980.3.2.83,https://www.jstor.org/stable/10.1525/si.1980.3.2.83,1980.0,Newcomers' Biographical Explanations: The Self As An Adjustment Process,Sociology,Symbolic Interaction,Wendy L. Jones,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.2.83.txt,6554.0,12.0
journal-article-10.1525_si.1980.3.2.9,2,17,38,10.1525_si.1980.3.2.9,https://www.jstor.org/stable/10.1525/si.1980.3.2.9,1980.0,Facts Of The Moment: The Study Of News,Sociology,Symbolic Interaction,Gaye Tuchman; Harvey A. Farberman,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.2.9.txt,5872.0,12.0
journal-article-10.1525_si.1980.3.2.95,2,3,23,10.1525_si.1980.3.2.95,https://www.jstor.org/stable/10.1525/si.1980.3.2.95,1980.0,The CB Handle: An Announcement Of Adult Identity,Sociology,Symbolic Interaction,H.W. Smith,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1980.3.2.95.txt,6155.0,14.0
journal-article-10.1525_si.1981.4.1.1,3,19,121,10.1525_si.1981.4.1.1,https://www.jstor.org/stable/10.1525/si.1981.4.1.1,1981.0,The True Self Method for Studying the Self-Conception,Sociology,Symbolic Interaction,Ralph H. Turner; Jerald Schutte,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.1.1.txt,10332.0,20.0
journal-article-10.1525_si.1981.4.1.113,3,6,44,10.1525_si.1981.4.1.113,https://www.jstor.org/stable/10.1525/si.1981.4.1.113,1981.0,Conversation with Herbert Blumer: I,Sociology,Symbolic Interaction,Thomas J. Morrione; Harvey A. Farberman,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.1.113.txt,8339.0,16.0
journal-article-10.1525_si.1981.4.1.21,3,20,45,10.1525_si.1981.4.1.21,https://www.jstor.org/stable/10.1525/si.1981.4.1.21,1981.0,Victory Celebrations as Theater: A Dramaturgical Approach to Crowd Behavior,Sociology,Symbolic Interaction,David A. Snow; Louis A. Zurcher; Robert Peters,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.1.21.txt,10375.0,22.0
journal-article-10.1525_si.1981.4.1.43,6,4,93,10.1525_si.1981.4.1.43,https://www.jstor.org/stable/10.1525/si.1981.4.1.43,1981.0,Law as Symbolic Action: Kenneth Burke's Sociology of Law,Sociology,Symbolic Interaction,Thomas Meisenhelder,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.1.43.txt,8090.0,16.0
journal-article-10.1525_si.1981.4.1.59,1,22,30,10.1525_si.1981.4.1.59,https://www.jstor.org/stable/10.1525/si.1981.4.1.59,1981.0,Theory and Method in Status Attainment Research,Sociology,Symbolic Interaction,David F. Haas; William W. Falk,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.1.59.txt,7587.0,16.0
journal-article-10.1525_si.1981.4.1.75,9,11,59,10.1525_si.1981.4.1.75,https://www.jstor.org/stable/10.1525/si.1981.4.1.75,1981.0,Symbolic Interaction and Social Policy Analysis,Sociology,Symbolic Interaction,Carroll L. Estes; Beverly C. Edmonds,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.1.75.txt,5910.0,12.0
journal-article-10.1525_si.1981.4.1.87,1,3,25,10.1525_si.1981.4.1.87,https://www.jstor.org/stable/10.1525/si.1981.4.1.87,1981.0,Symbolic Interactionism and Causality,Sociology,Symbolic Interaction,Alfred R. Lindesmith,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.1.87.txt,5556.0,10.0
journal-article-10.1525_si.1981.4.1.97,6,10,22,10.1525_si.1981.4.1.97,https://www.jstor.org/stable/10.1525/si.1981.4.1.97,1981.0,Sociological Research: The Subjective Dimension,Sociology,Symbolic Interaction,Lillian B. Rubin,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.1.97.txt,9066.0,16.0
journal-article-10.1525_si.1981.4.2.129,6,4,18,10.1525_si.1981.4.2.129,https://www.jstor.org/stable/10.1525/si.1981.4.2.129,1981.0,"G.H. Mead's Contact Theory of Reality: The Manipulatory Phase of the Act in the Constitution of Mundane, Scientific, Aesthetic, and Evaluative Objects",Sociology,Symbolic Interaction,J. David Lewis,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.2.129.txt,6811.0,13.0
journal-article-10.1525_si.1981.4.2.143,2,11,36,10.1525_si.1981.4.2.143,https://www.jstor.org/stable/10.1525/si.1981.4.2.143,1981.0,George Herbert Who? A Critique of the Objectivist Reading of Mead,Sociology,Symbolic Interaction,G. David Johnson; Peggy A. Shifflett,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.2.143.txt,6282.0,14.0
journal-article-10.1525_si.1981.4.2.177,7,14,63,10.1525_si.1981.4.2.177,https://www.jstor.org/stable/10.1525/si.1981.4.2.177,1981.0,George Herbert Mead and the “Division Of Labor”: Macrosociological Implications Of Mead'S Social Psychology,Sociology,Symbolic Interaction,Hans Joas,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.2.177.txt,6952.0,14.0
journal-article-10.1525_si.1981.4.2.191,8,14,12,10.1525_si.1981.4.2.191,https://www.jstor.org/stable/10.1525/si.1981.4.2.191,1981.0,George Herbert Mead on Intelligent Social Reconstruction,Sociology,Symbolic Interaction,James Campbell,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.2.191.txt,8049.0,15.0
journal-article-10.1525_si.1981.4.2.207,3,16,35,10.1525_si.1981.4.2.207,https://www.jstor.org/stable/10.1525/si.1981.4.2.207,1981.0,George Herbert Mead and Karl Marx: Exploring Consciousness and Community,Sociology,Symbolic Interaction,Mary Ellen Batiuk; Howard L. Sacks,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.2.207.txt,8463.0,17.0
journal-article-10.1525_si.1981.4.2.225,21,38,131,10.1525_si.1981.4.2.225,https://www.jstor.org/stable/10.1525/si.1981.4.2.225,1981.0,"Symbolic Interactionism and Psychoanalysis: Some Convergences, Divergences, and Complementarities",Sociology,Symbolic Interaction,Rodney D. Elliott; Bernard N. Meltzer,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.2.225.txt,9370.0,20.0
journal-article-10.1525_si.1981.4.2.245,3,13,74,10.1525_si.1981.4.2.245,https://www.jstor.org/stable/10.1525/si.1981.4.2.245,1981.0,Some Consequences of the Meadian Self,Sociology,Symbolic Interaction,Charles D. Bolton,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.2.245.txt,7612.0,15.0
journal-article-10.1525_si.1981.4.2.261,6,10,31,10.1525_si.1981.4.2.261,https://www.jstor.org/stable/10.1525/si.1981.4.2.261,1981.0,"The Theoretical Frame of Symbolic Interactions: A Contextualist, Social Science",Sociology,Symbolic Interaction,Roger A. Straus,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.2.261.txt,5661.0,12.0
journal-article-10.1525_si.1981.4.2.273,12,4,48,10.1525_si.1981.4.2.273,https://www.jstor.org/stable/10.1525/si.1981.4.2.273,1981.0,Conversation with Herbert Blumer: II,Sociology,Symbolic Interaction,Thomas J. Morrione; Harvey A. Farberman,/vol_b/data/jstor_data/ocr/journal-article-10.1525_si.1981.4.2.273.txt,12045.0,23.0
journal-article-10.2307_1170792,15,20,13,10.2307_1170792,https://www.jstor.org/stable/1170792,1977.0,Socioeconomic Status and Structural Change,Sociology,Social Science History,Edwin R. Coover,/vol_b/data/jstor_data/ocr/journal-article-10.2307_1170792.txt,9416.0,23.0
journal-article-10.2307_1170795,11,9,120,10.2307_1170795,https://www.jstor.org/stable/1170795,1977.0,"The Relevance of Bellah's ""Civil Religion"" Thesis to a Theory of Secularization",Sociology,Social Science History,Richard K. Fenn,/vol_b/data/jstor_data/ocr/journal-article-10.2307_1170795.txt,7026.0,16.0
journal-article-10.2307_1170800,147,5,15,10.2307_1170800,https://www.jstor.org/stable/1170800,1978.0,Tribal Demography: The Hopi and Navaho Populations as Seen through Manuscripts from the 1900 U.S. Census,Sociology,Social Science History,S. Ryan Johansson; S. H. Preston,/vol_b/data/jstor_data/ocr/journal-article-10.2307_1170800.txt,13286.0,33.0
journal-article-10.2307_1170803,7,7,24,10.2307_1170803,https://www.jstor.org/stable/1170803,1978.0,A Prism to the past: The Historical Geography of Ralph Hall Brown,Sociology,Social Science History,Douglas R. McManis,/vol_b/data/jstor_data/ocr/journal-article-10.2307_1170803.txt,7207.0,15.0
journal-article-10.2307_1170804,6,11,12,10.2307_1170804,https://www.jstor.org/stable/1170804,1978.0,"""The Condescension of Posterity:"" The Recent Historiography of the English Working Class",Sociology,Social Science History,Harold Perkin,/vol_b/data/jstor_data/ocr/journal-article-10.2307_1170804.txt,7539.0,15.0
